sku_id,mean_revenue,mean_margin,price
sku_0.0061,34822.22222222222,-69644.44444444444,100
sku_0.0061,47509.09090909091,-23754.545454545456,200
sku_0.0061,39750.0,0.0,300
sku_0.0061,32400.0,8100.0,400
sku_0.0061,21981.981981981982,8792.792792792792,500
sku_0.0061,15050.0,7525.0,600
sku_0.0061,9800.0,5600.0,700
sku_0.0061,5353.846153846154,3346.153846153846,800
sku_0.0061,4009.090909090909,2672.7272727272725,900
sku_0.0061,3666.6666666666665,2566.6666666666665,1000
sku_0.0061,1571.4285714285713,1142.857142857143,1100
sku_0.0062,35575.0,-71150.0,100
sku_0.0062,43200.0,-21600.0,200
sku_0.0062,39525.0,0.0,300
sku_0.0062,30175.0,7543.75,400
sku_0.0062,22000.0,8800.0,500
sku_0.0062,14640.0,7320.0,600
sku_0.0062,8137.5,4650.0,700
sku_0.0062,5371.428571428572,3357.1428571428573,800
sku_0.0062,3060.0,2040.0,900
sku_0.0062,1333.3333333333333,933.3333333333334,1000
sku_0.0062,825.0,600.0,1100
sku_0.0063,34155.555555555555,-68311.11111111111,100
sku_0.0063,44720.0,-22360.0,200
sku_0.0063,38871.42857142857,0.0,300
sku_0.0063,29400.0,7350.0,400
sku_0.0063,20441.86046511628,8176.7441860465115,500
sku_0.0063,13500.0,6750.0,600
sku_0.0063,6745.454545454545,3854.5454545454545,700
sku_0.0063,6000.0,3750.0,800
sku_0.0063,2250.0,1500.0,900
sku_0.0063,1300.0,910.0,1000
sku_0.0063,1100.0,800.0,1100
sku_0.0064,34658.333333333336,-69316.66666666667,100
sku_0.0064,44186.666666666664,-22093.333333333332,200
sku_0.0064,38345.454545454544,0.0,300
sku_0.0064,28958.823529411766,7239.705882352941,400
sku_0.0064,19176.470588235294,7670.588235294118,500
sku_0.0064,11640.0,5820.0,600
sku_0.0064,9450.0,5400.0,700
sku_0.0064,3733.3333333333335,2333.3333333333335,800
sku_0.0064,3060.0,2040.0,900
sku_0.0064,857.1428571428571,600.0,1000
sku_0.0064,676.9230769230769,492.3076923076923,1100
sku_0.0065,34100.0,-68200.0,100
sku_0.0065,42575.0,-21287.5,200
sku_0.0065,38957.142857142855,0.0,300
sku_0.0065,26133.333333333332,6533.333333333333,400
sku_0.0065,18629.77099236641,7451.908396946565,500
sku_0.0065,10400.0,5200.0,600
sku_0.0065,7622.222222222223,4355.555555555556,700
sku_0.0065,4654.545454545455,2909.090909090909,800
sku_0.0065,2250.0,1500.0,900
sku_0.0065,1750.0,1225.0,1000
sku_0.0065,1588.888888888889,1155.5555555555557,1100
sku_0.0066,33833.333333333336,-67666.66666666667,100
sku_0.0066,40163.63636363636,-20081.81818181818,200
sku_0.0066,37800.0,0.0,300
sku_0.0066,25090.909090909092,6272.727272727273,400
sku_0.0066,17441.40625,6976.5625,500
sku_0.0066,11400.0,5700.0,600
sku_0.0066,7350.0,4200.0,700
sku_0.0066,3800.0,2375.0,800
sku_0.0066,2610.0,1740.0,900
sku_0.0066,1285.7142857142858,900.0,1000
sku_0.0066,1466.6666666666667,1066.6666666666667,1100
sku_0.0067,33500.0,-67000.0,100
sku_0.0067,40800.0,-20400.0,200
sku_0.0067,33750.0,0.0,300
sku_0.0067,25428.571428571428,6357.142857142857,400
sku_0.0067,16775.0,6710.0,500
sku_0.0067,10440.0,5220.0,600
sku_0.0067,8050.0,4600.0,700
sku_0.0067,3400.0,2125.0,800
sku_0.0067,1575.0,1050.0,900
sku_0.0067,1000.0,700.0,1000
sku_0.0067,550.0,400.0,1100
sku_0.0068,34057.142857142855,-68114.28571428571,100
sku_0.0068,40966.666666666664,-20483.333333333332,200
sku_0.0068,33763.63636363636,0.0,300
sku_0.0068,24171.428571428572,6042.857142857143,400
sku_0.0068,16220.0,6488.0,500
sku_0.0068,9525.0,4762.5,600
sku_0.0068,7560.0,4320.0,700
sku_0.0068,2400.0,1500.0,800
sku_0.0068,2454.5454545454545,1636.3636363636363,900
sku_0.0068,333.3333333333333,233.33333333333334,1000
sku_0.0068,733.3333333333334,533.3333333333334,1100
sku_0.0069,34714.28571428572,-69428.57142857143,100
sku_0.0069,40876.92307692308,-20438.46153846154,200
sku_0.0069,34050.0,0.0,300
sku_0.0069,21700.0,5425.0,400
sku_0.0069,15554.621848739496,6221.848739495798,500
sku_0.0069,9981.818181818182,4990.909090909091,600
sku_0.0069,5150.0,2942.8571428571427,700
sku_0.0069,3333.3333333333335,2083.3333333333335,800
sku_0.0069,1800.0,1200.0,900
sku_0.0069,600.0,420.0,1000
sku_0.0069,471.42857142857144,342.85714285714283,1100
sku_0.007,32750.0,-65500.0,100
sku_0.007,39355.555555555555,-19677.777777777777,200
sku_0.007,32110.714285714286,0.0,300
sku_0.007,22885.981308411214,5721.4953271028035,400
sku_0.007,13285.714285714286,5314.285714285715,500
sku_0.007,10200.0,5100.0,600
sku_0.007,5687.5,3250.0,700
sku_0.007,2400.0,1500.0,800
sku_0.007,2025.0,1350.0,900
sku_0.007,1000.0,700.0,1000
sku_0.007,687.5,500.0,1100
sku_0.0071,32485.714285714286,-64971.42857142857,100
sku_0.0071,38360.0,-19180.0,200
sku_0.0071,31663.636363636364,0.0,300
sku_0.0071,20000.0,5000.0,400
sku_0.0071,13935.344827586207,5574.137931034483,500
sku_0.0071,7581.818181818182,3790.909090909091,600
sku_0.0071,4977.777777777777,2844.4444444444443,700
sku_0.0071,3085.714285714286,1928.5714285714287,800
sku_0.0071,1260.0,840.0,900
sku_0.0071,1000.0,700.0,1000
sku_0.0071,550.0,400.0,1100
sku_0.0072,32500.0,-65000.0,100
sku_0.0072,37960.0,-18980.0,200
sku_0.0072,28890.0,0.0,300
sku_0.0072,20480.0,5120.0,400
sku_0.0072,13039.682539682539,5215.873015873016,500
sku_0.0072,8266.666666666666,4133.333333333333,600
sku_0.0072,5133.333333333333,2933.3333333333335,700
sku_0.0072,2400.0,1500.0,800
sku_0.0072,1661.5384615384614,1107.6923076923076,900
sku_0.0072,625.0,437.5,1000
sku_0.0072,471.42857142857144,342.85714285714283,1100
sku_0.0073,32971.42857142857,-65942.85714285714,100
sku_0.0073,36840.0,-18420.0,200
sku_0.0073,30235.714285714286,0.0,300
sku_0.0073,20488.13559322034,5122.033898305085,400
sku_0.0073,12500.0,5000.0,500
sku_0.0073,7200.0,3600.0,600
sku_0.0073,3945.4545454545455,2254.5454545454545,700
sku_0.0073,1866.6666666666667,1166.6666666666667,800
sku_0.0073,771.4285714285714,514.2857142857143,900
sku_0.0073,750.0,525.0,1000
sku_0.0073,275.0,200.0,1100
sku_0.0074,32571.428571428572,-65142.857142857145,100
sku_0.0074,36800.0,-18400.0,200
sku_0.0074,30184.615384615383,0.0,300
sku_0.0074,19643.13725490196,4910.78431372549,400
sku_0.0074,12115.384615384615,4846.153846153846,500
sku_0.0074,7328.571428571428,3664.285714285714,600
sku_0.0074,2450.0,1400.0,700
sku_0.0074,2720.0,1700.0,800
sku_0.0074,1285.7142857142858,857.1428571428571,900
sku_0.0074,818.1818181818181,572.7272727272727,1000
sku_0.0074,1222.2222222222222,888.8888888888889,1100
sku_0.0075,32933.333333333336,-65866.66666666667,100
sku_0.0075,37500.0,-18750.0,200
sku_0.0075,28140.0,0.0,300
sku_0.0075,18905.982905982906,4726.495726495727,400
sku_0.0075,11325.0,4530.0,500
sku_0.0075,5600.0,2800.0,600
sku_0.0075,2900.0,1657.142857142857,700
sku_0.0075,1942.857142857143,1214.2857142857142,800
sku_0.0075,750.0,500.0,900
sku_0.0075,500.0,350.0,1000
sku_0.0075,293.3333333333333,213.33333333333334,1100
sku_0.0076,31466.666666666668,-62933.333333333336,100
sku_0.0076,36150.0,-18075.0,200
sku_0.0076,27675.0,0.0,300
sku_0.0076,17811.764705882353,4452.941176470588,400
sku_0.0076,9083.333333333334,3633.3333333333335,500
sku_0.0076,5400.0,2700.0,600
sku_0.0076,2615.7894736842104,1494.7368421052631,700
sku_0.0076,2000.0,1250.0,800
sku_0.0076,675.0,450.0,900
sku_0.0076,538.4615384615385,376.9230769230769,1000
sku_0.0076,366.6666666666667,266.6666666666667,1100
sku_0.0077,31450.0,-62900.0,100
sku_0.0077,35480.0,-17740.0,200
sku_0.0077,25762.5,0.0,300
sku_0.0077,17659.25925925926,4414.814814814815,400
sku_0.0077,10125.0,4050.0,500
sku_0.0077,6133.333333333333,3066.6666666666665,600
sku_0.0077,3306.896551724138,1889.655172413793,700
sku_0.0077,1777.7777777777778,1111.111111111111,800
sku_0.0077,900.0,600.0,900
sku_0.0077,285.7142857142857,200.0,1000
sku_0.0077,157.14285714285714,114.28571428571429,1100
sku_0.0078,31950.0,-63900.0,100
sku_0.0078,34850.0,-17425.0,200
sku_0.0078,26733.333333333332,0.0,300
sku_0.0078,17207.272727272728,4301.818181818182,400
sku_0.0078,10021.739130434782,4008.695652173913,500
sku_0.0078,4500.0,2250.0,600
sku_0.0078,2100.0,1200.0,700
sku_0.0078,1120.0,700.0,800
sku_0.0078,562.5,375.0,900
sku_0.0078,333.3333333333333,233.33333333333334,1000
sku_0.0078,183.33333333333334,133.33333333333334,1100
sku_0.0079,31300.0,-62600.0,100
sku_0.0079,33880.0,-16940.0,200
sku_0.0079,25357.894736842107,0.0,300
sku_0.0079,16642.105263157893,4160.526315789473,400
sku_0.0079,9387.09677419355,3754.8387096774195,500
sku_0.0079,6375.0,3187.5,600
sku_0.0079,3360.0,1920.0,700
sku_0.0079,1300.0,812.5,800
sku_0.0079,600.0,400.0,900
sku_0.0079,200.0,140.0,1000
sku_0.0079,366.6666666666667,266.6666666666667,1100
sku_0.008,31127.272727272728,-62254.545454545456,100
sku_0.008,34771.42857142857,-17385.714285714286,200
sku_0.008,21600.0,0.0,300
sku_0.008,15678.740157480315,3919.685039370079,400
sku_0.008,6800.0,2720.0,500
sku_0.008,4425.0,2212.5,600
sku_0.008,2170.0,1240.0,700
sku_0.008,1200.0,750.0,800
sku_0.008,360.0,240.0,900
sku_0.008,600.0,420.0,1000
sku_0.008,366.6666666666667,266.6666666666667,1100
sku_0.0081,30785.714285714286,-61571.42857142857,100
sku_0.0081,33685.71428571428,-16842.85714285714,200
sku_0.0081,26212.5,0.0,300
sku_0.0081,14705.882352941177,3676.470588235294,400
sku_0.0081,8518.518518518518,3407.4074074074074,500
sku_0.0081,4500.0,2250.0,600
sku_0.0081,2240.0,1280.0,700
sku_0.0081,1700.0,1062.5,800
sku_0.0081,750.0,500.0,900
sku_0.0081,400.0,280.0,1000
sku_0.0081,366.6666666666667,266.6666666666667,1100
sku_0.0082,30085.714285714286,-60171.42857142857,100
sku_0.0082,32800.0,-16400.0,200
sku_0.0082,24814.285714285714,0.0,300
sku_0.0082,14442.748091603053,3610.687022900763,400
sku_0.0082,8166.666666666667,3266.6666666666665,500
sku_0.0082,3771.4285714285716,1885.7142857142858,600
sku_0.0082,2391.6666666666665,1366.6666666666667,700
sku_0.0082,1200.0,750.0,800
sku_0.0082,490.90909090909093,327.27272727272725,900
sku_0.0082,0.0,0.0,1000
sku_0.0082,275.0,200.0,1100
sku_0.0083,31666.666666666668,-63333.333333333336,100
sku_0.0083,31488.88888888889,-15744.444444444445,200
sku_0.0083,23528.571428571428,0.0,300
sku_0.0083,13758.558558558558,3439.6396396396394,400
sku_0.0083,7944.444444444444,3177.777777777778,500
sku_0.0083,4300.0,2150.0,600
sku_0.0083,2200.0,1257.142857142857,700
sku_0.0083,666.6666666666666,416.6666666666667,800
sku_0.0083,150.0,100.0,900
sku_0.0083,142.85714285714286,100.0,1000
sku_0.0083,0.0,0.0,1100
sku_0.0084,30963.636363636364,-61927.27272727273,100
sku_0.0084,30075.0,-15037.5,200
sku_0.0084,21120.0,0.0,300
sku_0.0084,13022.608695652174,3255.6521739130435,400
sku_0.0084,7190.476190476191,2876.190476190476,500
sku_0.0084,3750.0,1875.0,600
sku_0.0084,2100.0,1200.0,700
sku_0.0084,880.0,550.0,800
sku_0.0084,300.0,200.0,900
sku_0.0084,250.0,175.0,1000
sku_0.0084,0.0,0.0,1100
sku_0.0085,30216.666666666668,-60433.333333333336,100
sku_0.0085,35600.0,-17800.0,200
sku_0.0085,21000.0,0.0,300
sku_0.0085,13333.333333333334,3333.3333333333335,400
sku_0.0085,6734.04255319149,2693.6170212765956,500
sku_0.0085,4560.0,2280.0,600
sku_0.0085,1400.0,800.0,700
sku_0.0085,1028.5714285714287,642.8571428571429,800
sku_0.0085,300.0,200.0,900
sku_0.0085,222.22222222222223,155.55555555555554,1000
sku_0.0085,0.0,0.0,1100
sku_0.0086,30112.5,-60225.0,100
sku_0.0086,31290.909090909092,-15645.454545454546,200
sku_0.0086,22650.0,0.0,300
sku_0.0086,12541.176470588236,3135.294117647059,400
sku_0.0086,6812.5,2725.0,500
sku_0.0086,2950.0,1475.0,600
sku_0.0086,1890.0,1080.0,700
sku_0.0086,711.1111111111111,444.44444444444446,800
sku_0.0086,0.0,0.0,900
sku_0.0086,0.0,0.0,1000
sku_0.0086,0.0,0.0,1100
sku_0.0087,30087.5,-60175.0,100
sku_0.0087,29555.555555555555,-14777.777777777777,200
sku_0.0087,19827.272727272728,0.0,300
sku_0.0087,11748.148148148148,2937.037037037037,400
sku_0.0087,5714.285714285715,2285.714285714286,500
sku_0.0087,3240.0,1620.0,600
sku_0.0087,1300.0,742.8571428571429,700
sku_0.0087,400.0,250.0,800
sku_0.0087,0.0,0.0,900
sku_0.0087,285.7142857142857,200.0,1000
sku_0.0087,0.0,0.0,1100
sku_0.0088,29844.444444444445,-59688.88888888889,100
sku_0.0088,29142.85714285714,-14571.42857142857,200
sku_0.0088,20057.14285714286,0.0,300
sku_0.0088,11405.607476635514,2851.4018691588785,400
sku_0.0088,5681.818181818182,2272.7272727272725,500
sku_0.0088,3221.0526315789475,1610.5263157894738,600
sku_0.0088,1350.0,771.4285714285714,700
sku_0.0088,666.6666666666666,416.6666666666667,800
sku_0.0088,810.0,540.0,900
sku_0.0088,0.0,0.0,1000
sku_0.0088,0.0,0.0,1100
sku_0.0089,29166.666666666668,-58333.333333333336,100
sku_0.0089,28355.555555555555,-14177.777777777777,200
sku_0.0089,19350.0,0.0,300
sku_0.0089,10994.392523364486,2748.5981308411215,400
sku_0.0089,6857.142857142857,2742.8571428571427,500
sku_0.0089,2280.0,1140.0,600
sku_0.0089,1575.0,900.0,700
sku_0.0089,681.4814814814815,425.9259259259259,800
sku_0.0089,385.7142857142857,257.14285714285717,900
sku_0.0089,0.0,0.0,1000
sku_0.0089,220.0,160.0,1100
sku_0.009,29240.0,-58480.0,100
sku_0.009,28640.0,-14320.0,200
sku_0.009,20800.0,0.0,300
sku_0.009,10780.8,2695.2,400
sku_0.009,5333.333333333333,2133.3333333333335,500
sku_0.009,2500.0,1250.0,600
sku_0.009,1322.2222222222222,755.5555555555555,700
sku_0.009,400.0,250.0,800
sku_0.009,75.0,50.0,900
sku_0.009,300.0,210.0,1000
sku_0.009,0.0,0.0,1100
sku_0.0091,28560.0,-57120.0,100
sku_0.0091,27080.0,-13540.0,200
sku_0.0091,19020.0,0.0,300
sku_0.0091,10130.841121495327,2532.7102803738317,400
sku_0.0091,5722.222222222223,2288.8888888888887,500
sku_0.0091,2600.0,1300.0,600
sku_0.0091,700.0,400.0,700
sku_0.0091,290.90909090909093,181.8181818181818,800
sku_0.0091,0.0,0.0,900
sku_0.0091,0.0,0.0,1000
sku_0.0091,165.0,120.0,1100
sku_0.0092,28120.0,-56240.0,100
sku_0.0092,26285.714285714286,-13142.857142857143,200
sku_0.0092,18400.0,0.0,300
sku_0.0092,9919.298245614034,2479.8245614035086,400
sku_0.0092,5454.545454545455,2181.818181818182,500
sku_0.0092,2160.0,1080.0,600
sku_0.0092,1336.3636363636363,763.6363636363636,700
sku_0.0092,711.1111111111111,444.44444444444446,800
sku_0.0092,90.0,60.0,900
sku_0.0092,125.0,87.5,1000
sku_0.0092,100.0,72.72727272727273,1100
sku_0.0093,27740.0,-55480.0,100
sku_0.0093,28500.0,-14250.0,200
sku_0.0093,17433.333333333332,0.0,300
sku_0.0093,9490.90909090909,2372.7272727272725,400
sku_0.0093,5136.363636363636,2054.5454545454545,500
sku_0.0093,2220.0,1110.0,600
sku_0.0093,1120.0,640.0,700
sku_0.0093,600.0,375.0,800
sku_0.0093,69.23076923076923,46.15384615384615,900
sku_0.0093,0.0,0.0,1000
sku_0.0093,0.0,0.0,1100
sku_0.0094,27100.0,-54200.0,100
sku_0.0094,27571.428571428572,-13785.714285714286,200
sku_0.0094,17485.714285714286,0.0,300
sku_0.0094,9285.714285714286,2321.4285714285716,400
sku_0.0094,4370.0,1748.0,500
sku_0.0094,1733.3333333333333,866.6666666666666,600
sku_0.0094,350.0,200.0,700
sku_0.0094,266.6666666666667,166.66666666666666,800
sku_0.0094,207.69230769230768,138.46153846153845,900
sku_0.0094,0.0,0.0,1000
sku_0.0094,0.0,0.0,1100
sku_0.0095,27325.0,-54650.0,100
sku_0.0095,25675.0,-12837.5,200
sku_0.0095,16162.5,0.0,300
sku_0.0095,8627.642276422765,2156.910569105691,400
sku_0.0095,3875.0,1550.0,500
sku_0.0095,2600.0,1300.0,600
sku_0.0095,1050.0,600.0,700
sku_0.0095,640.0,400.0,800
sku_0.0095,0.0,0.0,900
sku_0.0095,0.0,0.0,1000
sku_0.0095,0.0,0.0,1100
sku_0.0096,28400.0,-56800.0,100
sku_0.0096,25690.909090909092,-12845.454545454546,200
sku_0.0096,15350.0,0.0,300
sku_0.0096,8467.256637168142,2116.8141592920356,400
sku_0.0096,4266.666666666667,1706.6666666666667,500
sku_0.0096,3000.0,1500.0,600
sku_0.0096,1120.0,640.0,700
sku_0.0096,342.85714285714283,214.28571428571428,800
sku_0.0096,90.0,60.0,900
sku_0.0096,111.11111111111111,77.77777777777777,1000
sku_0.0096,0.0,0.0,1100
sku_0.0097,28225.0,-56450.0,100
sku_0.0097,24566.666666666668,-12283.333333333334,200
sku_0.0097,15600.0,0.0,300
sku_0.0097,8218.461538461539,2054.6153846153848,400
sku_0.0097,3545.4545454545455,1418.1818181818182,500
sku_0.0097,2600.0,1300.0,600
sku_0.0097,560.0,320.0,700
sku_0.0097,200.0,125.0,800
sku_0.0097,0.0,0.0,900
sku_0.0097,0.0,0.0,1000
sku_0.0097,0.0,0.0,1100
sku_0.0098,26783.333333333332,-53566.666666666664,100
sku_0.0098,25100.0,-12550.0,200
sku_0.0098,14066.666666666666,0.0,300
sku_0.0098,7659.130434782609,1914.7826086956522,400
sku_0.0098,4000.0,1600.0,500
sku_0.0098,1200.0,600.0,600
sku_0.0098,445.45454545454544,254.54545454545453,700
sku_0.0098,0.0,0.0,800
sku_0.0098,200.0,133.33333333333334,900
sku_0.0098,0.0,0.0,1000
sku_0.0098,0.0,0.0,1100
sku_0.0099,26337.5,-52675.0,100
sku_0.0099,24050.0,-12025.0,200
sku_0.0099,13125.0,0.0,300
sku_0.0099,7335.537190082645,1833.8842975206612,400
sku_0.0099,2611.1111111111113,1044.4444444444443,500
sku_0.0099,2000.0,1000.0,600
sku_0.0099,700.0,400.0,700
sku_0.0099,800.0,500.0,800
sku_0.0099,90.0,60.0,900
sku_0.0099,125.0,87.5,1000
sku_0.0099,0.0,0.0,1100
sku_0.01,26588.88888888889,-53177.77777777778,100
sku_0.01,24300.0,-12150.0,200
sku_0.01,13714.285714285714,0.0,300
sku_0.01,7235.555555555556,1808.888888888889,400
sku_0.01,3562.5,1425.0,500
sku_0.01,1000.0,500.0,600
sku_0.01,280.0,160.0,700
sku_0.01,400.0,250.0,800
sku_0.01,300.0,200.0,900
sku_0.01,0.0,0.0,1000
sku_0.01,0.0,0.0,1100
sku_0.0101,27414.285714285714,-54828.57142857143,100
sku_0.0101,23709.090909090908,-11854.545454545454,200
sku_0.0101,13462.5,0.0,300
sku_0.0101,6803.305785123967,1700.8264462809918,400
sku_0.0101,3300.0,1320.0,500
sku_0.0101,1620.0,810.0,600
sku_0.0101,700.0,400.0,700
sku_0.0101,80.0,50.0,800
sku_0.0101,128.57142857142858,85.71428571428571,900
sku_0.0101,0.0,0.0,1000
sku_0.0101,91.66666666666667,66.66666666666667,1100
sku_0.0102,26344.444444444445,-52688.88888888889,100
sku_0.0102,23725.0,-11862.5,200
sku_0.0102,13907.142857142857,0.0,300
sku_0.0102,6698.0392156862745,1674.5098039215686,400
sku_0.0102,3000.0,1200.0,500
sku_0.0102,1020.0,510.0,600
sku_0.0102,400.0,228.57142857142858,700
sku_0.0102,171.42857142857142,107.14285714285714,800
sku_0.0102,0.0,0.0,900
sku_0.0102,0.0,0.0,1000
sku_0.0102,0.0,0.0,1100
sku_0.0103,26670.0,-53340.0,100
sku_0.0103,23150.0,-11575.0,200
sku_0.0103,13650.0,0.0,300
sku_0.0103,6305.263157894737,1576.3157894736842,400
sku_0.0103,1785.7142857142858,714.2857142857143,500
sku_0.0103,1466.6666666666667,733.3333333333334,600
sku_0.0103,500.0,285.7142857142857,700
sku_0.0103,114.28571428571429,71.42857142857143,800
sku_0.0103,0.0,0.0,900
sku_0.0103,125.0,87.5,1000
sku_0.0103,0.0,0.0,1100
sku_0.0104,26160.0,-52320.0,100
sku_0.0104,22520.0,-11260.0,200
sku_0.0104,12415.384615384615,0.0,300
sku_0.0104,5953.846153846154,1488.4615384615386,400
sku_0.0104,2250.0,900.0,500
sku_0.0104,1200.0,600.0,600
sku_0.0104,777.7777777777778,444.44444444444446,700
sku_0.0104,171.42857142857142,107.14285714285714,800
sku_0.0104,0.0,0.0,900
sku_0.0104,0.0,0.0,1000
sku_0.0104,0.0,0.0,1100
sku_0.0105,25120.0,-50240.0,100
sku_0.0105,20866.666666666668,-10433.333333333334,200
sku_0.0105,12578.57142857143,0.0,300
sku_0.0105,5985.964912280701,1496.4912280701753,400
sku_0.0105,2590.909090909091,1036.3636363636363,500
sku_0.0105,1061.5384615384614,530.7692307692307,600
sku_0.0105,630.0,360.0,700
sku_0.0105,200.0,125.0,800
sku_0.0105,0.0,0.0,900
sku_0.0105,0.0,0.0,1000
sku_0.0105,0.0,0.0,1100
sku_0.0106,24687.5,-49375.0,100
sku_0.0106,20800.0,-10400.0,200
sku_0.0106,11550.0,0.0,300
sku_0.0106,5667.226890756303,1416.8067226890757,400
sku_0.0106,2500.0,1000.0,500
sku_0.0106,750.0,375.0,600
