sku_id,discount,ds
51,0.1,20240107
48,0.1,20240107
47,0.1,20240107
45,0.1,20240107
44,0.1,20240107
42,0.1,20240107
41,0.1,20240107
58,0.1,20240107
80,0.1,20240107
82,0.1,20240107
83,0.1,20240107
126,0.1,20240107
125,0.1,20240107
124,0.1,20240107
120,0.1,20240107
119,0.1,20240107
116,0.1,20240107
115,0.1,20240107
113,0.1,20240107
111,0.1,20240107
109,0.1,20240107
108,0.1,20240107
105,0.1,20240107
104,0.1,20240107
102,0.1,20240107
97,0.1,20240107
96,0.1,20240107
94,0.1,20240107
87,0.1,20240107
84,0.1,20240107
224,0.1,20240107
226,0.1,20240107
228,0.1,20240107
230,0.1,20240107
351,0.1,20240107
349,0.1,20240107
348,0.1,20240107
343,0.1,20240107
342,0.1,20240107
340,0.1,20240107
338,0.1,20240107
337,0.1,20240107
353,0.1,20240107
336,0.1,20240107
334,0.1,20240107
333,0.1,20240107
332,0.1,20240107
331,0.1,20240107
330,0.1,20240107
328,0.1,20240107
327,0.1,20240107
326,0.1,20240107
335,0.1,20240107
356,0.1,20240107
359,0.1,20240107
362,0.1,20240107
399,0.1,20240107
398,0.1,20240107
392,0.1,20240107
389,0.1,20240107
387,0.1,20240107
386,0.1,20240107
383,0.1,20240107
379,0.1,20240107
378,0.1,20240107
377,0.1,20240107
372,0.1,20240107
371,0.1,20240107
370,0.1,20240107
368,0.1,20240107
367,0.1,20240107
366,0.1,20240107
365,0.1,20240107
364,0.1,20240107
363,0.1,20240107
325,0.1,20240107
40,0.1,20240107
324,0.1,20240107
320,0.1,20240107
271,0.1,20240107
267,0.1,20240107
265,0.1,20240107
262,0.1,20240107
260,0.1,20240107
257,0.1,20240107
255,0.1,20240107
251,0.1,20240107
272,0.1,20240107
248,0.1,20240107
246,0.1,20240107
244,0.1,20240107
243,0.1,20240107
242,0.1,20240107
240,0.1,20240107
236,0.1,20240107
235,0.1,20240107
234,0.1,20240107
247,0.1,20240107
273,0.1,20240107
275,0.1,20240107
277,0.1,20240107
314,0.1,20240107
313,0.1,20240107
311,0.1,20240107
308,0.1,20240107
307,0.1,20240107
306,0.1,20240107
303,0.1,20240107
300,0.1,20240107
298,0.1,20240107
293,0.1,20240107
292,0.1,20240107
290,0.1,20240107
289,0.1,20240107
288,0.1,20240107
286,0.1,20240107
284,0.1,20240107
283,0.1,20240107
280,0.1,20240107
278,0.1,20240107
321,0.1,20240107
77,0.1,20240106
35,0.1,20240107
32,0.1,20240107
213,0.1,20240106
211,0.1,20240106
210,0.1,20240106
207,0.1,20240106
205,0.1,20240106
201,0.1,20240106
200,0.1,20240106
197,0.1,20240106
216,0.1,20240106
196,0.1,20240106
193,0.1,20240106
190,0.1,20240106
187,0.1,20240106
185,0.1,20240106
184,0.1,20240106
183,0.1,20240106
181,0.1,20240106
178,0.1,20240106
194,0.1,20240106
177,0.1,20240106
217,0.1,20240106
224,0.1,20240106
262,0.1,20240106
260,0.1,20240106
257,0.1,20240106
255,0.1,20240106
251,0.1,20240106
248,0.1,20240106
247,0.1,20240106
246,0.1,20240106
219,0.1,20240106
244,0.1,20240106
242,0.1,20240106
240,0.1,20240106
236,0.1,20240106
235,0.1,20240106
234,0.1,20240106
230,0.1,20240106
228,0.1,20240106
226,0.1,20240106
243,0.1,20240106
175,0.1,20240106
171,0.1,20240106
170,0.1,20240106
119,0.1,20240106
116,0.1,20240106
115,0.1,20240106
113,0.1,20240106
111,0.1,20240106
109,0.1,20240106
108,0.1,20240106
105,0.1,20240106
120,0.1,20240106
104,0.1,20240106
97,0.1,20240106
96,0.1,20240106
94,0.1,20240106
87,0.1,20240106
84,0.1,20240106
83,0.1,20240106
82,0.1,20240106
80,0.1,20240106
102,0.1,20240106
124,0.1,20240106
125,0.1,20240106
126,0.1,20240106
168,0.1,20240106
167,0.1,20240106
165,0.1,20240106
163,0.1,20240106
161,0.1,20240106
158,0.1,20240106
157,0.1,20240106
153,0.1,20240106
149,0.1,20240106
147,0.1,20240106
145,0.1,20240106
142,0.1,20240106
137,0.1,20240106
136,0.1,20240106
135,0.1,20240106
133,0.1,20240106
131,0.1,20240106
129,0.1,20240106
272,0.1,20240104
265,0.1,20240106
267,0.1,20240106
271,0.1,20240106
272,0.1,20240106
387,0.1,20240106
386,0.1,20240106
383,0.1,20240106
379,0.1,20240106
378,0.1,20240106
377,0.1,20240106
372,0.1,20240106
371,0.1,20240106
389,0.1,20240106
370,0.1,20240106
367,0.1,20240106
366,0.1,20240106
365,0.1,20240106
364,0.1,20240106
363,0.1,20240106
362,0.1,20240106
359,0.1,20240106
356,0.1,20240106
368,0.1,20240106
392,0.1,20240106
398,0.1,20240106
399,0.1,20240106
31,0.1,20240107
30,0.1,20240107
25,0.1,20240107
24,0.1,20240107
23,0.1,20240107
21,0.1,20240107
20,0.1,20240107
19,0.1,20240107
17,0.1,20240107
16,0.1,20240107
11,0.1,20240107
10,0.1,20240107
8,0.1,20240107
7,0.1,20240107
4,0.1,20240107
3,0.1,20240107
1,0.1,20240107
401,0.1,20240106
400,0.1,20240106
353,0.1,20240106
33,0.1,20240107
351,0.1,20240106
348,0.1,20240106
307,0.1,20240106
306,0.1,20240106
303,0.1,20240106
300,0.1,20240106
298,0.1,20240106
293,0.1,20240106
292,0.1,20240106
290,0.1,20240106
308,0.1,20240106
289,0.1,20240106
286,0.1,20240106
284,0.1,20240106
283,0.1,20240106
280,0.1,20240106
278,0.1,20240106
277,0.1,20240106
275,0.1,20240106
273,0.1,20240106
288,0.1,20240106
311,0.1,20240106
313,0.1,20240106
314,0.1,20240106
343,0.1,20240106
342,0.1,20240106
340,0.1,20240106
338,0.1,20240106
337,0.1,20240106
336,0.1,20240106
335,0.1,20240106
334,0.1,20240106
333,0.1,20240106
332,0.1,20240106
331,0.1,20240106
330,0.1,20240106
328,0.1,20240106
327,0.1,20240106
326,0.1,20240106
325,0.1,20240106
324,0.1,20240106
321,0.1,20240106
320,0.1,20240106
349,0.1,20240106
271,0.1,20240104
210,0.1,20240104
265,0.1,20240104
96,0.1,20240102
94,0.1,20240102
87,0.1,20240102
84,0.1,20240102
83,0.1,20240102
82,0.1,20240102
80,0.1,20240102
79,0.1,20240102
97,0.1,20240102
77,0.1,20240102
68,0.1,20240102
67,0.1,20240102
66,0.1,20240102
65,0.1,20240102
63,0.1,20240102
60,0.1,20240102
59,0.1,20240102
58,0.1,20240102
69,0.1,20240102
102,0.1,20240102
104,0.1,20240102
105,0.1,20240102
142,0.1,20240102
137,0.1,20240102
136,0.1,20240102
135,0.1,20240102
133,0.1,20240102
131,0.1,20240102
129,0.1,20240102
128,0.1,20240102
126,0.1,20240102
125,0.1,20240102
124,0.1,20240102
120,0.1,20240102
119,0.1,20240102
116,0.1,20240102
115,0.1,20240102
113,0.1,20240102
111,0.1,20240102
109,0.1,20240102
108,0.1,20240102
56,0.1,20240102
145,0.1,20240102
51,0.1,20240102
47,0.1,20240102
3,0.1,20240102
1,0.1,20240102
401,0.1,20240101
400,0.1,20240101
399,0.1,20240101
398,0.1,20240101
392,0.1,20240101
389,0.1,20240101
4,0.1,20240102
387,0.1,20240101
383,0.1,20240101
379,0.1,20240101
378,0.1,20240101
377,0.1,20240101
372,0.1,20240101
371,0.1,20240101
370,0.1,20240101
368,0.1,20240101
386,0.1,20240101
7,0.1,20240102
8,0.1,20240102
10,0.1,20240102
45,0.1,20240102
44,0.1,20240102
42,0.1,20240102
41,0.1,20240102
40,0.1,20240102
35,0.1,20240102
33,0.1,20240102
32,0.1,20240102
31,0.1,20240102
30,0.1,20240102
25,0.1,20240102
24,0.1,20240102
23,0.1,20240102
21,0.1,20240102
20,0.1,20240102
19,0.1,20240102
17,0.1,20240102
16,0.1,20240102
11,0.1,20240102
48,0.1,20240102
367,0.1,20240101
147,0.1,20240102
153,0.1,20240102
286,0.1,20240102
284,0.1,20240102
283,0.1,20240102
280,0.1,20240102
278,0.1,20240102
277,0.1,20240102
275,0.1,20240102
273,0.1,20240102
288,0.1,20240102
272,0.1,20240102
267,0.1,20240102
265,0.1,20240102
262,0.1,20240102
260,0.1,20240102
257,0.1,20240102
255,0.1,20240102
251,0.1,20240102
248,0.1,20240102
271,0.1,20240102
289,0.1,20240102
290,0.1,20240102
292,0.1,20240102
331,0.1,20240102
330,0.1,20240102
328,0.1,20240102
327,0.1,20240102
326,0.1,20240102
325,0.1,20240102
324,0.1,20240102
321,0.1,20240102
320,0.1,20240102
314,0.1,20240102
313,0.1,20240102
311,0.1,20240102
308,0.1,20240102
307,0.1,20240102
306,0.1,20240102
303,0.1,20240102
300,0.1,20240102
298,0.1,20240102
293,0.1,20240102
247,0.1,20240102
149,0.1,20240102
246,0.1,20240102
243,0.1,20240102
190,0.1,20240102
187,0.1,20240102
185,0.1,20240102
184,0.1,20240102
183,0.1,20240102
181,0.1,20240102
178,0.1,20240102
177,0.1,20240102
193,0.1,20240102
175,0.1,20240102
170,0.1,20240102
168,0.1,20240102
167,0.1,20240102
165,0.1,20240102
163,0.1,20240102
161,0.1,20240102
158,0.1,20240102
157,0.1,20240102
171,0.1,20240102
194,0.1,20240102
196,0.1,20240102
197,0.1,20240102
242,0.1,20240102
240,0.1,20240102
236,0.1,20240102
235,0.1,20240102
234,0.1,20240102
230,0.1,20240102
228,0.1,20240102
226,0.1,20240102
224,0.1,20240102
219,0.1,20240102
217,0.1,20240102
216,0.1,20240102
213,0.1,20240102
211,0.1,20240102
210,0.1,20240102
207,0.1,20240102
205,0.1,20240102
201,0.1,20240102
200,0.1,20240102
244,0.1,20240102
366,0.1,20240101
365,0.1,20240101
364,0.1,20240101
129,0.1,20240101
128,0.1,20240101
126,0.1,20240101
125,0.1,20240101
124,0.1,20240101
120,0.1,20240101
119,0.1,20240101
116,0.1,20240101
131,0.1,20240101
115,0.1,20240101
111,0.1,20240101
109,0.1,20240101
108,0.1,20240101
105,0.1,20240101
104,0.1,20240101
102,0.1,20240101
97,0.1,20240101
96,0.1,20240101
113,0.1,20240101
133,0.1,20240101
135,0.1,20240101
136,0.1,20240101
181,0.1,20240101
178,0.1,20240101
177,0.1,20240101
175,0.1,20240101
171,0.1,20240101
170,0.1,20240101
168,0.1,20240101
167,0.1,20240101
165,0.1,20240101
163,0.1,20240101
161,0.1,20240101
158,0.1,20240101
157,0.1,20240101
153,0.1,20240101
149,0.1,20240101
147,0.1,20240101
145,0.1,20240101
142,0.1,20240101
137,0.1,20240101
94,0.1,20240101
183,0.1,20240101
87,0.1,20240101
83,0.1,20240101
33,0.1,20240101
32,0.1,20240101
31,0.1,20240101
30,0.1,20240101
25,0.1,20240101
24,0.1,20240101
23,0.1,20240101
21,0.1,20240101
35,0.1,20240101
20,0.1,20240101
17,0.1,20240101
16,0.1,20240101
11,0.1,20240101
10,0.1,20240101
8,0.1,20240101
7,0.1,20240101
4,0.1,20240101
3,0.1,20240101
19,0.1,20240101
40,0.1,20240101
41,0.1,20240101
42,0.1,20240101
82,0.1,20240101
80,0.1,20240101
79,0.1,20240101
77,0.1,20240101
69,0.1,20240101
68,0.1,20240101
67,0.1,20240101
66,0.1,20240101
65,0.1,20240101
63,0.1,20240101
60,0.1,20240101
59,0.1,20240101
58,0.1,20240101
56,0.1,20240101
51,0.1,20240101
48,0.1,20240101
47,0.1,20240101
45,0.1,20240101
44,0.1,20240101
84,0.1,20240101
184,0.1,20240101
185,0.1,20240101
187,0.1,20240101
325,0.1,20240101
324,0.1,20240101
321,0.1,20240101
320,0.1,20240101
314,0.1,20240101
313,0.1,20240101
311,0.1,20240101
308,0.1,20240101
326,0.1,20240101
307,0.1,20240101
303,0.1,20240101
300,0.1,20240101
298,0.1,20240101
293,0.1,20240101
292,0.1,20240101
290,0.1,20240101
289,0.1,20240101
288,0.1,20240101
306,0.1,20240101
327,0.1,20240101
328,0.1,20240101
330,0.1,20240101
363,0.1,20240101
362,0.1,20240101
359,0.1,20240101
356,0.1,20240101
353,0.1,20240101
351,0.1,20240101
349,0.1,20240101
348,0.1,20240101
343,0.1,20240101
342,0.1,20240101
340,0.1,20240101
338,0.1,20240101
337,0.1,20240101
336,0.1,20240101
335,0.1,20240101
334,0.1,20240101
333,0.1,20240101
332,0.1,20240101
331,0.1,20240101
286,0.1,20240101
284,0.1,20240101
283,0.1,20240101
280,0.1,20240101
230,0.1,20240101
228,0.1,20240101
226,0.1,20240101
224,0.1,20240101
219,0.1,20240101
217,0.1,20240101
216,0.1,20240101
213,0.1,20240101
211,0.1,20240101
210,0.1,20240101
207,0.1,20240101
205,0.1,20240101
201,0.1,20240101
200,0.1,20240101
197,0.1,20240101
196,0.1,20240101
194,0.1,20240101
193,0.1,20240101
190,0.1,20240101
234,0.1,20240101
332,0.1,20240102
235,0.1,20240101
240,0.1,20240101
278,0.1,20240101
277,0.1,20240101
275,0.1,20240101
273,0.1,20240101
272,0.1,20240101
271,0.1,20240101
267,0.1,20240101
265,0.1,20240101
262,0.1,20240101
260,0.1,20240101
257,0.1,20240101
255,0.1,20240101
251,0.1,20240101
248,0.1,20240101
247,0.1,20240101
246,0.1,20240101
244,0.1,20240101
243,0.1,20240101
242,0.1,20240101
236,0.1,20240101
267,0.1,20240104
333,0.1,20240102
335,0.1,20240102
21,0.1,20240104
20,0.1,20240104
19,0.1,20240104
17,0.1,20240104
16,0.1,20240104
11,0.1,20240104
10,0.1,20240104
8,0.1,20240104
23,0.1,20240104
7,0.1,20240104
3,0.1,20240104
1,0.1,20240104
401,0.1,20240103
400,0.1,20240103
399,0.1,20240103
398,0.1,20240103
392,0.1,20240103
389,0.1,20240103
4,0.1,20240104
24,0.1,20240104
25,0.1,20240104
30,0.1,20240104
66,0.1,20240104
65,0.1,20240104
63,0.1,20240104
60,0.1,20240104
59,0.1,20240104
58,0.1,20240104
56,0.1,20240104
51,0.1,20240104
48,0.1,20240104
47,0.1,20240104
45,0.1,20240104
44,0.1,20240104
42,0.1,20240104
41,0.1,20240104
40,0.1,20240104
35,0.1,20240104
33,0.1,20240104
32,0.1,20240104
31,0.1,20240104
387,0.1,20240103
67,0.1,20240104
386,0.1,20240103
379,0.1,20240103
336,0.1,20240103
335,0.1,20240103
334,0.1,20240103
333,0.1,20240103
332,0.1,20240103
331,0.1,20240103
330,0.1,20240103
328,0.1,20240103
337,0.1,20240103
327,0.1,20240103
325,0.1,20240103
324,0.1,20240103
321,0.1,20240103
320,0.1,20240103
314,0.1,20240103
313,0.1,20240103
311,0.1,20240103
308,0.1,20240103
326,0.1,20240103
338,0.1,20240103
340,0.1,20240103
342,0.1,20240103
378,0.1,20240103
377,0.1,20240103
372,0.1,20240103
371,0.1,20240103
370,0.1,20240103
368,0.1,20240103
367,0.1,20240103
366,0.1,20240103
365,0.1,20240103
364,0.1,20240103
363,0.1,20240103
362,0.1,20240103
359,0.1,20240103
356,0.1,20240103
353,0.1,20240103
351,0.1,20240103
349,0.1,20240103
348,0.1,20240103
343,0.1,20240103
383,0.1,20240103
307,0.1,20240103
68,0.1,20240104
77,0.1,20240104
211,0.1,20240104
400,0.1,20240107
207,0.1,20240104
205,0.1,20240104
201,0.1,20240104
200,0.1,20240104
197,0.1,20240104
196,0.1,20240104
213,0.1,20240104
194,0.1,20240104
190,0.1,20240104
187,0.1,20240104
185,0.1,20240104
184,0.1,20240104
183,0.1,20240104
181,0.1,20240104
178,0.1,20240104
177,0.1,20240104
193,0.1,20240104
216,0.1,20240104
217,0.1,20240104
219,0.1,20240104
262,0.1,20240104
260,0.1,20240104
257,0.1,20240104
255,0.1,20240104
251,0.1,20240104
248,0.1,20240104
247,0.1,20240104
246,0.1,20240104
244,0.1,20240104
243,0.1,20240104
242,0.1,20240104
240,0.1,20240104
236,0.1,20240104
235,0.1,20240104
234,0.1,20240104
230,0.1,20240104
228,0.1,20240104
226,0.1,20240104
224,0.1,20240104
175,0.1,20240104
69,0.1,20240104
171,0.1,20240104
168,0.1,20240104
116,0.1,20240104
115,0.1,20240104
113,0.1,20240104
111,0.1,20240104
109,0.1,20240104
108,0.1,20240104
105,0.1,20240104
104,0.1,20240104
119,0.1,20240104
102,0.1,20240104
96,0.1,20240104
94,0.1,20240104
87,0.1,20240104
84,0.1,20240104
83,0.1,20240104
82,0.1,20240104
80,0.1,20240104
79,0.1,20240104
97,0.1,20240104
120,0.1,20240104
124,0.1,20240104
125,0.1,20240104
167,0.1,20240104
165,0.1,20240104
163,0.1,20240104
161,0.1,20240104
158,0.1,20240104
157,0.1,20240104
153,0.1,20240104
149,0.1,20240104
147,0.1,20240104
145,0.1,20240104
142,0.1,20240104
137,0.1,20240104
136,0.1,20240104
135,0.1,20240104
133,0.1,20240104
131,0.1,20240104
129,0.1,20240104
128,0.1,20240104
126,0.1,20240104
170,0.1,20240104
306,0.1,20240103
303,0.1,20240103
300,0.1,20240103
56,0.1,20240103
51,0.1,20240103
48,0.1,20240103
47,0.1,20240103
45,0.1,20240103
44,0.1,20240103
42,0.1,20240103
41,0.1,20240103
58,0.1,20240103
40,0.1,20240103
33,0.1,20240103
32,0.1,20240103
31,0.1,20240103
30,0.1,20240103
25,0.1,20240103
24,0.1,20240103
23,0.1,20240103
21,0.1,20240103
35,0.1,20240103
59,0.1,20240103
60,0.1,20240103
63,0.1,20240103
108,0.1,20240103
105,0.1,20240103
104,0.1,20240103
102,0.1,20240103
97,0.1,20240103
96,0.1,20240103
94,0.1,20240103
87,0.1,20240103
84,0.1,20240103
83,0.1,20240103
82,0.1,20240103
80,0.1,20240103
79,0.1,20240103
77,0.1,20240103
69,0.1,20240103
68,0.1,20240103
67,0.1,20240103
66,0.1,20240103
65,0.1,20240103
20,0.1,20240103
109,0.1,20240103
19,0.1,20240103
16,0.1,20240103
367,0.1,20240102
366,0.1,20240102
365,0.1,20240102
364,0.1,20240102
363,0.1,20240102
362,0.1,20240102
359,0.1,20240102
356,0.1,20240102
368,0.1,20240102
353,0.1,20240102
349,0.1,20240102
348,0.1,20240102
343,0.1,20240102
342,0.1,20240102
340,0.1,20240102
338,0.1,20240102
337,0.1,20240102
336,0.1,20240102
351,0.1,20240102
370,0.1,20240102
371,0.1,20240102
372,0.1,20240102
