sku_id,ds,price
480,20240112,7655.3
480,20240111,7655.3
480,20240110,7655.3
480,20240109,7655.3
475,20240107,2742.17
480,20240108,7655.3
480,20240106,7655.3
480,20240105,7655.3
480,20240104,7655.3
480,20240103,7655.3
480,20240102,7655.3
480,20240101,7655.3
475,20240114,2742.17
475,20240113,2742.17
475,20240112,2742.17
475,20240111,2742.17
475,20240110,2742.17
475,20240109,2742.17
480,20240107,7655.3
493,20240111,7527.72
493,20240112,7527.72
493,20240113,7527.72
507,20240101,5426.05
502,20240114,2629.72
502,20240113,2629.72
502,20240112,2629.72
502,20240111,2629.72
502,20240110,2629.72
502,20240109,2629.72
502,20240108,2629.72
502,20240107,2629.72
502,20240106,2629.72
502,20240105,2629.72
502,20240104,2629.72
507,20240102,5426.05
502,20240103,2629.72
502,20240101,2629.72
501,20240114,6259.0
501,20240113,6259.0
501,20240112,6259.0
501,20240111,6259.0
501,20240110,6259.0
501,20240109,6259.0
501,20240108,6259.0
501,20240107,6259.0
501,20240106,6259.0
501,20240105,6259.0
501,20240104,6259.0
502,20240102,2629.72
501,20240103,6259.0
507,20240103,5426.05
507,20240105,5426.05
510,20240103,2664.09
510,20240102,2664.09
510,20240101,2664.09
509,20240114,1792.8
509,20240113,1792.8
509,20240112,1792.8
509,20240111,1792.8
509,20240110,1792.8
509,20240109,1792.8
509,20240108,1792.8
509,20240107,1792.8
509,20240106,1792.8
507,20240104,5426.05
509,20240105,1792.8
509,20240103,1792.8
509,20240102,1792.8
509,20240101,1792.8
507,20240114,5426.05
507,20240113,5426.05
507,20240112,5426.05
507,20240111,5426.05
507,20240110,5426.05
507,20240109,5426.05
507,20240108,5426.05
507,20240107,5426.05
507,20240106,5426.05
509,20240104,1792.8
574,20240104,5134.73
501,20240102,6259.0
999,20240113,1871.04
496,20240111,6218.38
496,20240110,6218.38
496,20240109,6218.38
496,20240108,6218.38
496,20240107,6218.38
496,20240106,6218.38
496,20240105,6218.38
496,20240104,6218.38
496,20240103,6218.38
496,20240102,6218.38
496,20240101,6218.38
495,20240114,4288.28
496,20240112,6218.38
495,20240113,4288.28
495,20240111,4288.28
495,20240110,4288.28
495,20240109,4288.28
495,20240108,4288.28
495,20240107,4288.28
495,20240106,4288.28
495,20240105,4288.28
495,20240104,4288.28
495,20240103,4288.28
495,20240102,4288.28
495,20240101,4288.28
493,20240114,7527.72
495,20240112,4288.28
501,20240101,6259.0
496,20240113,6218.38
498,20240101,3146.13
499,20240113,3949.83
499,20240112,3949.83
499,20240111,3949.83
499,20240110,3949.83
499,20240109,3949.83
499,20240108,3949.83
499,20240107,3949.83
499,20240106,3949.83
499,20240105,3949.83
499,20240104,3949.83
499,20240103,3949.83
499,20240102,3949.83
496,20240114,6218.38
499,20240101,3949.83
498,20240113,3146.13
498,20240112,3146.13
498,20240111,3146.13
498,20240110,3146.13
498,20240109,3146.13
498,20240108,3146.13
498,20240107,3146.13
498,20240106,3146.13
498,20240105,3146.13
498,20240104,3146.13
498,20240103,3146.13
498,20240102,3146.13
498,20240114,3146.13
574,20240105,5134.73
574,20240106,5134.73
574,20240107,5134.73
626,20240109,3662.49
626,20240108,3662.49
626,20240107,3662.49
626,20240106,3662.49
626,20240105,3662.49
626,20240104,3662.49
626,20240103,3662.49
626,20240102,3662.49
626,20240101,3662.49
625,20240114,4582.47
625,20240113,4582.47
625,20240112,4582.47
625,20240111,4582.47
625,20240110,4582.47
625,20240109,4582.47
625,20240108,4582.47
625,20240107,4582.47
625,20240106,4582.47
625,20240105,4582.47
625,20240104,4582.47
625,20240103,4582.47
625,20240102,4582.47
625,20240101,4582.47
622,20240114,2507.55
622,20240113,2507.55
626,20240110,3662.49
626,20240111,3662.49
626,20240112,3662.49
626,20240113,3662.49
633,20240111,6056.14
633,20240110,6056.14
633,20240109,6056.14
633,20240108,6056.14
633,20240107,6056.14
633,20240106,6056.14
633,20240105,6056.14
633,20240104,6056.14
633,20240103,6056.14
633,20240102,6056.14
633,20240101,6056.14
627,20240114,1623.38
622,20240112,2507.55
627,20240113,1623.38
627,20240111,1623.38
627,20240110,1623.38
627,20240109,1623.38
627,20240108,1623.38
627,20240107,1623.38
627,20240106,1623.38
627,20240105,1623.38
627,20240104,1623.38
627,20240103,1623.38
627,20240102,1623.38
627,20240101,1623.38
626,20240114,3662.49
627,20240112,1623.38
622,20240111,2507.55
622,20240110,2507.55
622,20240109,2507.55
617,20240106,1832.24
617,20240105,1832.24
617,20240104,1832.24
617,20240103,1832.24
617,20240102,1832.24
617,20240101,1832.24
615,20240114,2618.39
615,20240113,2618.39
615,20240112,2618.39
615,20240111,2618.39
615,20240110,2618.39
615,20240109,2618.39
617,20240107,1832.24
615,20240108,2618.39
615,20240106,2618.39
615,20240105,2618.39
615,20240104,2618.39
615,20240103,2618.39
615,20240102,2618.39
615,20240101,2618.39
613,20240114,3665.36
613,20240113,3665.36
613,20240112,3665.36
613,20240111,3665.36
613,20240110,3665.36
613,20240109,3665.36
615,20240107,2618.39
633,20240112,6056.14
617,20240108,1832.24
617,20240110,1832.24
622,20240108,2507.55
622,20240107,2507.55
622,20240106,2507.55
622,20240105,2507.55
622,20240104,2507.55
622,20240103,2507.55
622,20240102,2507.55
622,20240101,2507.55
618,20240114,6581.15
618,20240113,6581.15
618,20240112,6581.15
618,20240111,6581.15
617,20240109,1832.24
618,20240110,6581.15
618,20240108,6581.15
618,20240107,6581.15
618,20240106,6581.15
618,20240105,6581.15
618,20240104,6581.15
618,20240103,6581.15
618,20240102,6581.15
618,20240101,6581.15
617,20240114,1832.24
617,20240113,1832.24
617,20240112,1832.24
617,20240111,1832.24
618,20240109,6581.15
633,20240113,6056.14
633,20240114,6056.14
635,20240101,1779.0
643,20240103,2034.69
643,20240102,2034.69
643,20240101,2034.69
642,20240114,1751.03
642,20240113,1751.03
642,20240112,1751.03
642,20240111,1751.03
642,20240110,1751.03
642,20240109,1751.03
642,20240108,1751.03
642,20240107,1751.03
642,20240106,1751.03
643,20240104,2034.69
642,20240105,1751.03
642,20240103,1751.03
642,20240102,1751.03
642,20240101,1751.03
641,20240114,7917.73
641,20240113,7917.73
641,20240112,7917.73
641,20240111,7917.73
641,20240110,7917.73
641,20240109,7917.73
641,20240108,7917.73
641,20240107,7917.73
641,20240106,7917.73
642,20240104,1751.03
641,20240105,7917.73
643,20240105,2034.69
643,20240107,2034.69
648,20240105,3364.17
648,20240104,3364.17
648,20240103,3364.17
648,20240102,3364.17
648,20240101,3364.17
644,20240114,5915.54
644,20240113,5915.54
644,20240112,5915.54
644,20240111,5915.54
644,20240110,5915.54
644,20240109,5915.54
644,20240108,5915.54
643,20240106,2034.69
644,20240107,5915.54
644,20240105,5915.54
644,20240104,5915.54
644,20240103,5915.54
644,20240102,5915.54
644,20240101,5915.54
643,20240114,2034.69
643,20240113,2034.69
643,20240112,2034.69
643,20240111,2034.69
643,20240110,2034.69
643,20240109,2034.69
643,20240108,2034.69
644,20240106,5915.54
613,20240108,3665.36
641,20240104,7917.73
641,20240102,7917.73
637,20240113,6981.85
637,20240112,6981.85
637,20240111,6981.85
637,20240110,6981.85
637,20240109,6981.85
637,20240108,6981.85
637,20240107,6981.85
637,20240106,6981.85
637,20240105,6981.85
637,20240104,6981.85
637,20240103,6981.85
637,20240102,6981.85
637,20240114,6981.85
637,20240101,6981.85
635,20240113,1779.0
635,20240112,1779.0
635,20240111,1779.0
635,20240110,1779.0
635,20240109,1779.0
635,20240108,1779.0
635,20240107,1779.0
635,20240106,1779.0
635,20240105,1779.0
635,20240104,1779.0
635,20240103,1779.0
635,20240102,1779.0
635,20240114,1779.0
641,20240103,7917.73
639,20240101,3714.24
639,20240103,3714.24
641,20240101,7917.73
640,20240114,5041.48
640,20240113,5041.48
640,20240112,5041.48
640,20240111,5041.48
640,20240110,5041.48
640,20240109,5041.48
640,20240108,5041.48
640,20240107,5041.48
640,20240106,5041.48
640,20240105,5041.48
640,20240104,5041.48
639,20240102,3714.24
640,20240103,5041.48
640,20240101,5041.48
639,20240114,3714.24
639,20240113,3714.24
639,20240112,3714.24
639,20240111,3714.24
639,20240110,3714.24
639,20240109,3714.24
639,20240108,3714.24
639,20240107,3714.24
639,20240106,3714.24
639,20240105,3714.24
639,20240104,3714.24
640,20240102,5041.48
468,20240106,1264.56
613,20240107,3665.36
613,20240105,3665.36
587,20240108,6523.19
587,20240107,6523.19
587,20240106,6523.19
587,20240105,6523.19
587,20240104,6523.19
587,20240103,6523.19
587,20240102,6523.19
587,20240101,6523.19
585,20240114,3942.94
585,20240113,3942.94
585,20240112,3942.94
585,20240111,3942.94
585,20240110,3942.94
585,20240109,3942.94
585,20240108,3942.94
585,20240107,3942.94
585,20240106,3942.94
585,20240105,3942.94
585,20240104,3942.94
585,20240103,3942.94
585,20240102,3942.94
585,20240101,3942.94
582,20240114,6303.52
582,20240113,6303.52
582,20240112,6303.52
587,20240109,6523.19
587,20240110,6523.19
587,20240111,6523.19
587,20240112,6523.19
589,20240110,1410.91
589,20240109,1410.91
589,20240108,1410.91
589,20240107,1410.91
589,20240106,1410.91
589,20240105,1410.91
589,20240104,1410.91
589,20240103,1410.91
589,20240102,1410.91
589,20240101,1410.91
588,20240114,4873.51
588,20240113,4873.51
582,20240111,6303.52
588,20240112,4873.51
588,20240110,4873.51
588,20240109,4873.51
588,20240108,4873.51
588,20240107,4873.51
588,20240106,4873.51
588,20240105,4873.51
588,20240104,4873.51
588,20240103,4873.51
588,20240102,4873.51
588,20240101,4873.51
587,20240114,6523.19
587,20240113,6523.19
588,20240111,4873.51
582,20240110,6303.52
582,20240109,6303.52
582,20240108,6303.52
579,20240105,6590.54
579,20240104,6590.54
579,20240103,6590.54
579,20240102,6590.54
579,20240101,6590.54
577,20240114,2672.77
577,20240113,2672.77
577,20240112,2672.77
577,20240111,2672.77
577,20240110,2672.77
577,20240109,2672.77
577,20240108,2672.77
579,20240106,6590.54
577,20240107,2672.77
577,20240105,2672.77
577,20240104,2672.77
577,20240103,2672.77
577,20240102,2672.77
577,20240101,2672.77
574,20240114,5134.73
574,20240113,5134.73
574,20240112,5134.73
574,20240111,5134.73
574,20240110,5134.73
574,20240109,5134.73
574,20240108,5134.73
577,20240106,2672.77
589,20240111,1410.91
579,20240107,6590.54
579,20240109,6590.54
582,20240107,6303.52
582,20240106,6303.52
582,20240105,6303.52
582,20240104,6303.52
582,20240103,6303.52
582,20240102,6303.52
582,20240101,6303.52
581,20240114,7356.26
581,20240113,7356.26
581,20240112,7356.26
581,20240111,7356.26
581,20240110,7356.26
579,20240108,6590.54
581,20240109,7356.26
581,20240107,7356.26
581,20240106,7356.26
581,20240105,7356.26
581,20240104,7356.26
581,20240103,7356.26
581,20240102,7356.26
581,20240101,7356.26
579,20240114,6590.54
579,20240113,6590.54
579,20240112,6590.54
579,20240111,6590.54
579,20240110,6590.54
581,20240108,7356.26
589,20240112,1410.91
589,20240113,1410.91
589,20240114,1410.91
603,20240102,8411.22
603,20240101,8411.22
602,20240114,2711.16
602,20240113,2711.16
602,20240112,2711.16
602,20240111,2711.16
602,20240110,2711.16
602,20240109,2711.16
602,20240108,2711.16
602,20240107,2711.16
602,20240106,2711.16
602,20240105,2711.16
603,20240103,8411.22
602,20240104,2711.16
602,20240102,2711.16
602,20240101,2711.16
598,20240114,6478.21
598,20240113,6478.21
598,20240112,6478.21
598,20240111,6478.21
598,20240110,6478.21
598,20240109,6478.21
598,20240108,6478.21
598,20240107,6478.21
598,20240106,6478.21
598,20240105,6478.21
602,20240103,2711.16
598,20240104,6478.21
603,20240104,8411.22
603,20240106,8411.22
613,20240104,3665.36
613,20240103,3665.36
613,20240102,3665.36
613,20240101,3665.36
604,20240114,4587.65
604,20240113,4587.65
604,20240112,4587.65
604,20240111,4587.65
604,20240110,4587.65
604,20240109,4587.65
604,20240108,4587.65
604,20240107,4587.65
603,20240105,8411.22
604,20240106,4587.65
604,20240104,4587.65
604,20240103,4587.65
604,20240102,4587.65
604,20240101,4587.65
603,20240114,8411.22
603,20240113,8411.22
603,20240112,8411.22
603,20240111,8411.22
603,20240110,8411.22
603,20240109,8411.22
603,20240108,8411.22
603,20240107,8411.22
604,20240105,4587.65
613,20240106,3665.36
598,20240103,6478.21
598,20240101,6478.21
593,20240112,4709.16
593,20240111,4709.16
593,20240110,4709.16
593,20240109,4709.16
593,20240108,4709.16
593,20240107,4709.16
593,20240106,4709.16
593,20240105,4709.16
593,20240104,4709.16
593,20240103,4709.16
593,20240102,4709.16
593,20240101,4709.16
593,20240113,4709.16
592,20240114,8948.83
592,20240112,8948.83
592,20240111,8948.83
592,20240110,8948.83
592,20240109,8948.83
592,20240108,8948.83
592,20240107,8948.83
592,20240106,8948.83
592,20240105,8948.83
592,20240104,8948.83
592,20240103,8948.83
592,20240102,8948.83
592,20240101,8948.83
592,20240113,8948.83
598,20240102,6478.21
593,20240114,4709.16
594,20240102,2802.46
595,20240114,8179.67
595,20240113,8179.67
595,20240112,8179.67
595,20240111,8179.67
595,20240110,8179.67
595,20240109,8179.67
595,20240108,8179.67
595,20240107,8179.67
595,20240106,8179.67
595,20240105,8179.67
595,20240104,8179.67
595,20240103,8179.67
594,20240101,2802.46
595,20240102,8179.67
594,20240114,2802.46
594,20240113,2802.46
594,20240112,2802.46
594,20240111,2802.46
594,20240110,2802.46
594,20240109,2802.46
594,20240108,2802.46
594,20240107,2802.46
594,20240106,2802.46
594,20240105,2802.46
594,20240104,2802.46
594,20240103,2802.46
595,20240101,8179.67
468,20240105,1264.56
468,20240104,1264.56
468,20240103,1264.56
354,20240104,6943.15
354,20240103,6943.15
354,20240102,6943.15
354,20240101,6943.15
353,20240114,5903.59
353,20240113,5903.59
353,20240112,5903.59
353,20240111,5903.59
353,20240110,5903.59
353,20240109,5903.59
353,20240108,5903.59
353,20240107,5903.59
353,20240106,5903.59
353,20240105,5903.59
353,20240104,5903.59
353,20240103,5903.59
353,20240102,5903.59
353,20240101,5903.59
350,20240114,975.46
350,20240113,975.46
350,20240112,975.46
350,20240111,975.46
350,20240110,975.46
350,20240109,975.46
350,20240108,975.46
354,20240105,6943.15
354,20240106,6943.15
354,20240107,6943.15
354,20240108,6943.15
364,20240106,4155.97
364,20240105,4155.97
364,20240104,4155.97
364,20240103,4155.97
364,20240102,4155.97
364,20240101,4155.97
363,20240114,1609.73
363,20240113,1609.73
363,20240112,1609.73
363,20240111,1609.73
363,20240110,1609.73
363,20240109,1609.73
350,20240107,975.46
363,20240108,1609.73
363,20240106,1609.73
363,20240105,1609.73
363,20240104,1609.73
363,20240103,1609.73
363,20240102,1609.73
363,20240101,1609.73
354,20240114,6943.15
354,20240113,6943.15
354,20240112,6943.15
354,20240111,6943.15
354,20240110,6943.15
354,20240109,6943.15
363,20240107,1609.73
350,20240106,975.46
350,20240105,975.46
350,20240104,975.46
344,20240101,3491.65
338,20240114,4962.1
338,20240113,4962.1
338,20240112,4962.1
338,20240111,4962.1
338,20240110,4962.1
338,20240109,4962.1
338,20240108,4962.1
338,20240107,4962.1
338,20240106,4962.1
338,20240105,4962.1
338,20240104,4962.1
344,20240102,3491.65
338,20240103,4962.1
338,20240101,4962.1
336,20240114,8024.88
336,20240113,8024.88
336,20240112,8024.88
336,20240111,8024.88
336,20240110,8024.88
336,20240109,8024.88
336,20240108,8024.88
336,20240107,8024.88
336,20240106,8024.88
336,20240105,8024.88
336,20240104,8024.88
338,20240102,4962.1
364,20240107,4155.97
344,20240103,3491.65
344,20240105,3491.65
350,20240103,975.46
350,20240102,975.46
350,20240101,975.46
349,20240114,7289.61
349,20240113,7289.61
349,20240112,7289.61
349,20240111,7289.61
349,20240110,7289.61
349,20240109,7289.61
349,20240108,7289.61
349,20240107,7289.61
349,20240106,7289.61
344,20240104,3491.65
349,20240105,7289.61
349,20240103,7289.61
349,20240102,7289.61
349,20240101,7289.61
344,20240114,3491.65
344,20240113,3491.65
344,20240112,3491.65
344,20240111,3491.65
344,20240110,3491.65
344,20240109,3491.65
344,20240108,3491.65
344,20240107,3491.65
344,20240106,3491.65
349,20240104,7289.61
364,20240108,4155.97
364,20240109,4155.97
364,20240110,4155.97
377,20240112,927.19
377,20240111,927.19
377,20240110,927.19
377,20240109,927.19
377,20240108,927.19
377,20240107,927.19
377,20240106,927.19
377,20240105,927.19
377,20240104,927.19
377,20240103,927.19
377,20240102,927.19
377,20240101,927.19
377,20240113,927.19
376,20240114,4467.24
376,20240112,4467.24
376,20240111,4467.24
376,20240110,4467.24
376,20240109,4467.24
376,20240108,4467.24
376,20240107,4467.24
376,20240106,4467.24
376,20240105,4467.24
376,20240104,4467.24
376,20240103,4467.24
376,20240102,4467.24
376,20240101,4467.24
376,20240113,4467.24
372,20240114,2995.69
377,20240114,927.19
380,20240102,3294.72
382,20240114,3618.52
382,20240113,3618.52
382,20240112,3618.52
382,20240111,3618.52
382,20240110,3618.52
382,20240109,3618.52
382,20240108,3618.52
382,20240107,3618.52
382,20240106,3618.52
382,20240105,3618.52
382,20240104,3618.52
382,20240103,3618.52
380,20240101,3294.72
382,20240102,3618.52
380,20240114,3294.72
380,20240113,3294.72
380,20240112,3294.72
380,20240111,3294.72
380,20240110,3294.72
380,20240109,3294.72
380,20240108,3294.72
380,20240107,3294.72
380,20240106,3294.72
380,20240105,3294.72
380,20240104,3294.72
380,20240103,3294.72
382,20240101,3618.52
336,20240103,8024.88
372,20240113,2995.69
372,20240111,2995.69
369,20240108,4908.94
369,20240107,4908.94
369,20240106,4908.94
369,20240105,4908.94
369,20240104,4908.94
369,20240103,4908.94
369,20240102,4908.94
369,20240101,4908.94
366,20240114,2199.86
366,20240113,2199.86
366,20240112,2199.86
366,20240111,2199.86
369,20240109,4908.94
366,20240110,2199.86
366,20240108,2199.86
366,20240107,2199.86
366,20240106,2199.86
366,20240105,2199.86
366,20240104,2199.86
366,20240103,2199.86
366,20240102,2199.86
366,20240101,2199.86
364,20240114,4155.97
364,20240113,4155.97
364,20240112,4155.97
364,20240111,4155.97
366,20240109,2199.86
372,20240112,2995.69
369,20240110,4908.94
369,20240112,4908.94
372,20240110,2995.69
372,20240109,2995.69
372,20240108,2995.69
372,20240107,2995.69
372,20240106,2995.69
372,20240105,2995.69
372,20240104,2995.69
372,20240103,2995.69
372,20240102,2995.69
372,20240101,2995.69
370,20240114,8035.44
370,20240113,8035.44
369,20240111,4908.94
370,20240112,8035.44
370,20240110,8035.44
370,20240109,8035.44
370,20240108,8035.44
370,20240107,8035.44
370,20240106,8035.44
370,20240105,8035.44
370,20240104,8035.44
370,20240103,8035.44
370,20240102,8035.44
370,20240101,8035.44
369,20240114,4908.94
369,20240113,4908.94
370,20240111,8035.44
383,20240101,1393.06
336,20240102,8024.88
331,20240114,6237.32
295,20240103,1472.18
295,20240102,1472.18
295,20240101,1472.18
292,20240114,1812.96
292,20240113,1812.96
292,20240112,1812.96
292,20240111,1812.96
292,20240110,1812.96
292,20240109,1812.96
292,20240108,1812.96
292,20240107,1812.96
292,20240106,1812.96
292,20240105,1812.96
292,20240104,1812.96
292,20240103,1812.96
292,20240102,1812.96
292,20240101,1812.96
290,20240114,4297.71
290,20240113,4297.71
290,20240112,4297.71
290,20240111,4297.71
290,20240110,4297.71
290,20240109,4297.71
290,20240108,4297.71
290,20240107,4297.71
295,20240104,1472.18
295,20240105,1472.18
295,20240106,1472.18
295,20240107,1472.18
301,20240105,1537.8
301,20240104,1537.8
301,20240103,1537.8
301,20240102,1537.8
301,20240101,1537.8
296,20240114,6031.99
296,20240113,6031.99
296,20240112,6031.99
296,20240111,6031.99
296,20240110,6031.99
296,20240109,6031.99
296,20240108,6031.99
290,20240106,4297.71
296,20240107,6031.99
296,20240105,6031.99
296,20240104,6031.99
296,20240103,6031.99
296,20240102,6031.99
296,20240101,6031.99
295,20240114,1472.18
295,20240113,1472.18
295,20240112,1472.18
295,20240111,1472.18
295,20240110,1472.18
295,20240109,1472.18
295,20240108,1472.18
296,20240106,6031.99
290,20240105,4297.71
290,20240104,4297.71
290,20240103,4297.71
279,20240114,3457.19
279,20240113,3457.19
279,20240112,3457.19
279,20240111,3457.19
279,20240110,3457.19
279,20240109,3457.19
279,20240108,3457.19
279,20240107,3457.19
279,20240106,3457.19
279,20240105,3457.19
279,20240104,3457.19
279,20240103,3457.19
285,20240101,8216.73
279,20240102,3457.19
276,20240114,4513.17
276,20240113,4513.17
276,20240112,4513.17
276,20240111,4513.17
276,20240110,4513.17
